ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_FRAUD,TX_BEHAVIOR_ID,OCCUPATION,SOURCE_OF_FUNDS,PEP_STATUS,DOCUMENT_STATUS,SANCTIONS_STATUS,KYC_STATUS,RISK_SCORE,RISK_LEVEL,RISK_REASONS,EDD_REQUIRED,EDD_STATUS
655,C_655,577.71,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
656,C_656,402.02,US,I,False,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
657,C_657,505.37,US,I,False,3,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
658,C_658,413.29,US,I,False,3,Business Owner,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
659,C_659,573.42,US,I,False,3,Student,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
660,C_660,168.63,US,I,False,4,Software Developer,Salary,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
661,C_661,174.2,US,I,False,4,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
662,C_662,166.9,US,I,False,4,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
663,C_663,100.64,US,I,False,4,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
664,C_664,104.12,US,I,True,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
665,C_665,162.09,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
666,C_666,199.97,US,I,False,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
667,C_667,187.31,US,I,False,4,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
668,C_668,169.97,US,I,False,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
669,C_669,172.71,US,I,True,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
670,C_670,122.67,US,I,False,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
671,C_671,175.16,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
672,C_672,128.79,US,I,False,4,Business Owner,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
673,C_673,110.55,US,I,False,4,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
674,C_674,146.09,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
675,C_675,133.02,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
676,C_676,116.83,US,I,False,4,Teacher,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
677,C_677,142.17,US,I,False,4,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
678,C_678,189.72,US,I,False,4,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
679,C_679,143.53,US,I,True,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
680,C_680,289.46,US,I,False,5,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
681,C_681,341.77,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
682,C_682,304.83,US,I,True,5,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
683,C_683,225.84,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
684,C_684,382.08,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
685,C_685,288.82,US,I,False,5,Student,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
686,C_686,357.87,US,I,False,5,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
687,C_687,277.78,US,I,False,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
688,C_688,361.37,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
689,C_689,277.91,US,I,False,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
690,C_690,244.03,US,I,True,5,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
691,C_691,239.24,US,I,True,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
692,C_692,388.01,US,I,True,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
693,C_693,317.31,US,I,False,5,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
694,C_694,209.96,US,I,False,5,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
695,C_695,277.67,US,I,False,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
696,C_696,246.81,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
697,C_697,216.93,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
698,C_698,237.35,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
699,C_699,211.4,US,I,False,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
700,C_700,163.81,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
701,C_701,117.34,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
702,C_702,161.08,US,I,True,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
703,C_703,161.25,US,I,False,1,Engineer,Savings,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
704,C_704,170.49,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
705,C_705,151.21,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
706,C_706,128.44,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
707,C_707,187.75,US,I,True,1,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
708,C_708,135.31,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
709,C_709,145.83,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
710,C_710,163.19,US,I,False,1,Engineer,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
711,C_711,151.61,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
712,C_712,195.65,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
713,C_713,195.47,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
714,C_714,192.98,US,I,False,1,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
715,C_715,193.41,US,I,False,1,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
716,C_716,158.1,US,I,False,1,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
717,C_717,149.02,US,I,True,1,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
718,C_718,170.41,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
719,C_719,121.54,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
720,C_720,253.17,US,I,False,2,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
721,C_721,208.76,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
722,C_722,232.57,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
723,C_723,200.77,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
724,C_724,330.93,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
725,C_725,228.08,US,I,True,2,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
726,C_726,357.34,US,I,False,2,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
727,C_727,336.1,US,I,False,2,Software Developer,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
728,C_728,394.14,US,I,False,2,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
729,C_729,279.3,US,I,False,2,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
730,C_730,384.28,US,I,True,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
731,C_731,290.74,US,I,False,2,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
732,C_732,267.9,US,I,True,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
733,C_733,220.47,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
734,C_734,376.57,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
735,C_735,358.96,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
736,C_736,264.59,US,I,False,2,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
737,C_737,291.15,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
738,C_738,265.03,US,I,False,2,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
739,C_739,205.77,US,I,False,2,Software Developer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
740,C_740,408.87,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
741,C_741,473.74,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
742,C_742,441.92,US,I,False,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
743,C_743,504.9,US,I,False,3,Business Owner,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
744,C_744,437.56,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
745,C_745,440.32,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
746,C_746,534.53,US,I,False,3,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
747,C_747,547.12,US,I,False,3,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
748,C_748,462.45,US,I,False,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
749,C_749,572.0,US,I,True,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
750,C_750,450.93,US,I,False,3,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
751,C_751,468.79,US,I,False,3,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
752,C_752,542.5,US,I,True,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
753,C_753,408.9,US,I,True,3,Engineer,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
754,C_754,586.84,US,I,False,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
755,C_755,414.47,US,I,True,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
756,C_756,492.19,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
757,C_757,544.92,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
758,C_758,409.49,US,I,False,3,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
759,C_759,561.8,US,I,True,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
760,C_760,197.89,US,I,False,4,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
761,C_761,146.05,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
762,C_762,111.81,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
763,C_763,108.15,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
764,C_764,109.87,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
765,C_765,176.54,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
766,C_766,141.4,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
767,C_767,191.92,US,I,False,4,Teacher,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
768,C_768,144.06,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
769,C_769,107.71,US,I,False,4,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
770,C_770,142.69,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
771,C_771,175.48,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
772,C_772,182.93,US,I,False,4,Engineer,Unknown,No,Rejected,Cleared,Rejected,60,High,Unknown source of funds; Rejected documents,Yes,Pending Review
773,C_773,103.94,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
774,C_774,118.04,US,I,False,4,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
775,C_775,149.0,US,I,False,4,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
776,C_776,112.81,US,I,False,4,Consultant,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
777,C_777,187.11,US,I,False,4,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
778,C_778,193.45,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
779,C_779,131.96,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
780,C_780,286.97,US,I,False,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
781,C_781,311.41,US,I,False,5,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
782,C_782,257.1,US,I,True,5,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
783,C_783,308.22,US,I,True,5,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
784,C_784,240.24,US,I,True,5,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
785,C_785,259.33,US,I,True,5,Business Owner,Business Income,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
786,C_786,288.36,US,I,False,5,Business Owner,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
787,C_787,320.93,US,I,False,5,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
788,C_788,307.23,US,I,False,5,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
789,C_789,252.2,US,I,False,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
790,C_790,246.36,US,I,False,5,Business Owner,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
791,C_791,223.75,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
792,C_792,356.7,US,I,False,5,Student,Family Support,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
793,C_793,219.78,US,I,True,5,Software Developer,Savings,Yes,Pending,Cleared,Pending,55,Medium,PEP status; Pending documents,Yes,Pending Review
794,C_794,346.58,US,I,False,5,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
795,C_795,249.75,US,I,False,5,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
796,C_796,256.91,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
797,C_797,347.22,US,I,False,5,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
798,C_798,331.92,US,I,False,5,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
799,C_799,348.38,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
800,C_800,151.53,US,I,False,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
801,C_801,185.91,US,I,True,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
802,C_802,112.18,US,I,False,1,Consultant,Unknown,Yes,Pending,Cleared,Pending,75,High,PEP status; Unknown source of funds; Pending documents,Yes,Pending Review
803,C_803,164.52,US,I,False,1,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
804,C_804,111.82,US,I,False,1,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
805,C_805,173.73,US,I,False,1,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
806,C_806,135.89,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
807,C_807,167.49,US,I,False,1,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
808,C_808,170.35,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
809,C_809,166.06,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
810,C_810,122.16,US,I,False,1,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
811,C_811,183.18,US,I,True,1,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
812,C_812,124.01,US,I,False,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
813,C_813,151.82,US,I,True,1,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
814,C_814,167.46,US,I,True,1,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
815,C_815,123.36,US,I,True,1,Student,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
816,C_816,162.85,US,I,False,1,Student,Family Support,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
817,C_817,128.68,US,I,False,1,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
818,C_818,117.14,US,I,False,1,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
819,C_819,180.97,US,I,True,1,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
820,C_820,310.62,US,I,False,2,Consultant,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
821,C_821,265.58,US,I,False,2,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
822,C_822,317.09,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
823,C_823,205.06,US,I,True,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
824,C_824,225.96,US,I,False,2,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
825,C_825,279.12,US,I,False,2,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
826,C_826,395.15,US,I,False,2,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
827,C_827,302.09,US,I,False,2,Software Developer,Investment,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
828,C_828,215.29,US,I,False,2,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
829,C_829,353.01,US,I,False,2,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
830,C_830,356.29,US,I,False,2,Consultant,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
831,C_831,354.96,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
832,C_832,313.9,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
833,C_833,339.14,US,I,False,2,Consultant,Salary,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
834,C_834,242.69,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
835,C_835,346.51,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
836,C_836,363.23,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
837,C_837,351.99,US,I,False,2,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
838,C_838,270.69,US,I,False,2,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
839,C_839,318.21,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
840,C_840,525.8,US,I,False,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
841,C_841,580.16,US,I,False,3,Engineer,Unknown,Yes,Verified,Cleared,Verified,60,High,PEP status; Unknown source of funds,Yes,Pending Review
842,C_842,421.6,US,I,True,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
843,C_843,566.79,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
844,C_844,505.29,US,I,True,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
845,C_845,471.72,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
846,C_846,491.12,US,I,False,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
847,C_847,402.53,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
848,C_848,444.01,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
849,C_849,530.55,US,I,False,3,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
850,C_850,532.17,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
851,C_851,498.94,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
852,C_852,590.67,US,I,False,3,Business Owner,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
853,C_853,496.18,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
854,C_854,462.79,US,I,False,3,Consultant,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
855,C_855,569.56,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
856,C_856,451.83,US,I,False,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
857,C_857,520.86,US,I,False,3,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
858,C_858,540.68,US,I,False,3,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
859,C_859,564.34,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
860,C_860,178.54,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
861,C_861,138.41,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
862,C_862,105.92,US,I,False,4,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
863,C_863,103.83,US,I,False,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
864,C_864,172.65,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
865,C_865,196.17,US,I,True,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
866,C_866,134.32,US,I,False,4,Business Owner,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
867,C_867,144.12,US,I,False,4,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
868,C_868,172.58,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
869,C_869,165.78,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
870,C_870,126.01,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
871,C_871,167.16,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
872,C_872,130.49,US,I,False,4,Consultant,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
873,C_873,135.64,US,I,False,4,Consultant,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
